SITE_ID,VISIT_NO,d18O,dD,d_excess,E_I,RT_iso,RT_modeled,Lk_vol_m3
NLA17_VA-10014,1,-2.82,-21.21,1.35,0.237,0.289098484,0.329254581,251815.9282
NLA17_VA-10015,1,0.98,-4.44,-12.28,0.595,0.271420755,0.297810676,12425.0496
NLA17_VA-10019,1,0.22,-5.58,-7.34,0.274,0.059085355,0.168785508,21806.4608
NLA17_VA-10020,1,-3.28,-22.71,3.53,0.17,0.253116652,0.21559191,221286.111
NLA17_VA-10034,1,-5.04,-30.84,9.48,0.05,0.085331509,0.139981155,216094.9175
NLA17_VA-10035,1,-1.75,-15.96,-1.96,0.329,0.501646525,0.480802625,22352.183
NLA17_VA-10036,1,-6.64,-42.99,10.13,0,NA,0.52373635,284913.8464
NLA17_VA-10037,1,-4.66,-29.34,7.94,0.08,0.114127251,0.310979844,20908.2976
NLA17_VA-10039,1,-5.25,-30.51,11.49,0.048,0.026219395,0.018740867,7251.4254
NLA17_VA-10049,1,-4.51,-27.27,8.81,0.038,0.298700598,0.111761081,71659027.72
NLA17_VA-HP001,1,-7.5,-45.78,14.22,0.025,0.121263625,0.190919325,650228.6151
NLA17_VA-HP003,1,-5.26,-33.28,8.8,0.038,0.199115738,0.310623313,892403.9846
NLA17_VA-HP004,1,-6.19,-37.34,12.18,0,NA,0.33495492,3855032.124
NLA17_VA-HP005,1,-3.45,-23.35,4.25,0.133,0.308383171,0.200337643,2724321.911
NLA17_VA-HP006,1,-6.24,-38.52,11.4,0,NA,0.266610022,3444976.912
NLA17_VA-HP007,1,-0.72,-9.88,-4.12,0.42,1.813674997,0.190117972,13820866.56
NLA17_VA-HP008,1,-2.9,-20.88,2.32,0.127,0.350456313,0.289457266,174211.0889
NLA17_VT-10001,1,-9.27,-65.82,8.34,0.043,0.457312506,0.206441931,4688746.25
NLA17_VT-10002,1,-9.44,-65.82,9.7,0.012,1.459075841,0.305475872,3151632.783
NLA17_VT-10003,1,-10.21,-71.77,9.91,0.004,1.478889263,0.228710259,21901591.25
NLA17_VT-10004,1,-9.32,-66.93,7.63,0.011,0.070274389,0.217446837,186282.3065
NLA17_VT-10005,1,-9.27,-67.03,7.13,0.047,0.161571077,0.245092084,170147.2065
NLA17_VT-10007,1,-9.61,-66.35,10.53,0.013,0.021276969,0.231125514,8254.2812
NLA17_VT-10009,1,-10.95,-72.47,15.13,0,NA,0.061755616,5497.5831
NLA17_VT-10016,1,-9.82,-67.45,11.11,0.002,0.063298445,0.052834208,7763450.24
NLA17_VT-10018,1,-10.33,-70.77,11.87,0.018,0.159759253,0.169740315,1626406.755
NLA17_VT-10019,1,-7.65,-50.27,10.93,0,NA,0.307569809,123686.0335
NLA17_WA-10001,1,-3.25,-32.68,-6.68,0.769,0.755824335,0.143903999,98949.6425
NLA17_WA-10002,1,-7.07,-77.83,-21.27,0.192,2.195949736,0.337534651,6003470.246
NLA17_WA-10003,1,-11.79,-88.1,6.22,0.096,0.039944496,0.061084051,32527.736
NLA17_WA-10004,1,-9.1,-66.99,5.81,0.006,0.02556102,0.029821168,188525.1759
NLA17_WA-10005,1,-11.42,-97.58,-6.22,0.109,1.269966281,0.143566225,8303921.923
NLA17_WA-10006,1,-8.78,-66.44,3.8,0.036,0.089157237,0.104346949,1202916.314
NLA17_WA-10007,1,-13.18,-102.93,2.51,0.122,1.084635046,0.886116198,198554.7056
NLA17_WA-10008,1,-9.97,-74.89,4.87,0.003,0.008247462,0.007650666,100138.7064
NLA17_WA-10009,1,-7.14,-50.21,6.91,0.096,0.234323045,0.013509473,109336.2329
NLA17_WA-10010,1,-8.71,-85.59,-15.91,0.226,1.854213507,0.522163081,2595334.594
NLA17_WA-10011,1,-6.93,-56.57,-1.13,0.086,0.132509765,0.192992225,489588.2714
NLA17_WA-10012,1,-7.36,-62.05,-3.17,0.085,0.207084399,0.260295232,25915.7602
NLA17_WA-10013,1,-11.31,-103.25,-12.77,0.4,2.22160127,0.444740217,301469.015
NLA17_WA-10014,1,-12.43,-104.1,-4.66,0.241,1.096218156,0.253795336,76961.1345
NLA17_WA-10015,1,-8.18,-64.84,0.6,0.053,0.074725919,0.033751018,208955.9628
NLA17_WA-10017,1,-8.53,-66.92,1.32,0.097,0.683209013,0.163651137,2584753.119
NLA17_WA-10018,1,-8.23,-67.71,-1.87,0.057,0.37237634,0.247614103,51001.6488
NLA17_WA-10021,1,-7.79,-65.68,-3.36,0.04,0.023335673,0.032677708,8852.4651
NLA17_WA-10022,1,-4.95,-71.41,-31.81,0.348,3.702908333,0.248314737,5334425.431
NLA17_WA-10023,1,-10.26,-91.05,-8.97,0.149,0.397298444,0.045471396,343063.4984
NLA17_WA-10025,1,-13.52,-113.42,-5.26,0.25,0.430286117,1.450395198,7155.1813
NLA17_WA-10026,1,-9.31,-92.65,-18.17,0.179,0.059883516,0.284258717,4347.0371
NLA17_WA-10027,1,-5.49,-51.79,-7.87,0.282,2.638250494,0.27377898,11915689.74
NLA17_WA-10038,1,-14.6,-105.5,11.3,0,NA,0.041095387,206874779.3
NLA17_WA-10048,1,-8.83,-69.92,0.72,0.02,0.090211347,0.100570378,988588.1317
NLA17_WA-10049,1,-7.47,-66.19,-6.43,0.086,0.099952006,0.265366538,86599.5714
NLA17_WA-10050,1,-9.07,-91.03,-18.47,0.141,3.559092487,0.736788271,5452552.303
NLA17_WA-10052,1,-4.57,-44.27,-7.71,0.236,NA,#VALUE!,987588
NLA17_WA-10056,1,-6.88,-69.75,-14.71,0.261,0.127818079,0.062285503,3621.76
NLA17_WA-10057,1,-12.39,-108.79,-9.67,0.326,0.203269878,0.442744718,307996.337
NLA17_WA-10060,1,-12.18,-88.67,8.77,0.032,0.931534528,0.089516936,8356408.205
NLA17_WA-10064,1,-4.55,-47.96,-11.56,0.251,0.254447284,0.10487719,128296.973
NLA17_WA-HP001,1,-11.54,-83.6,8.72,0.032,0.791278599,0.147762263,1673121.249
NLA17_WA-HP002,1,-16.88,-125.08,9.96,0.001,0.534600892,0.158047778,3156386.933
NLA17_WA-HP003,1,-11.96,-107.36,-11.68,0.174,3.839798854,0.000179759,6302085.583
NLA17_WI-HP001,1,-8.09,-60.36,4.36,0.091,0.424632472,0.075902489,2278964.15
NLA17_WI-HP003,1,-4.75,-47.16,-9.16,0.338,2.878111845,0.112404325,722844.8
NLA17_WI-HP004,1,-3.95,-43.57,-11.97,0.476,2.355850031,0.382429676,249218.2456
NLA17_WV-10001,1,-6.8,-47.65,6.75,0.088,0.300079224,0.197432266,1256332.089
NLA17_WV-10002,1,-6.86,-44.42,10.46,0,NA,0.06818932,3976143.542
NLA17_WV-10003,1,-6.37,-42.01,8.95,0.032,0.071765694,0.261374395,233251.076
NLA17_WV-10004,1,-2.28,-18.21,0.03,0.462,0.526712891,0.460269314,88293.4776
NLA17_WV-10014,1,-5.72,-36.91,8.85,0.041,0.032418519,0.186405337,15884.0489
NLA17_WV-10015,1,-6.11,-40.38,8.5,0.052,0.046452321,0.194366638,52566.104
NLA17_WV-10017,1,-3.87,-28.29,2.67,0.194,0.408629786,0.276974895,20583.9917
NLA17_WV-10019,1,-4.36,-33.35,1.53,0.171,0.211947334,0.306106841,18365.4082
NLA17_WY-10001,1,-15.76,-128.09,-2.01,0.196,0.444608541,1.109602466,228307.9924
NLA17_WY-10002,1,-11,-96.81,-8.81,0.154,2.19153455,0.534921091,106313409.3
NLA17_WY-10004,1,-13.21,-105.55,0.13,0.03,0.054586391,0.136422875,16391.6934
NLA17_WY-10005,1,-16.07,-121.93,6.63,0.044,0.15924294,0.12233505,1271620.054
NLA17_WY-10006,1,-13.91,-111.12,0.16,0.208,3.037326816,0.250214685,1204623.07
NLA17_WY-10007,1,-16.52,-127.01,5.15,0.092,2.98101498,0.166405006,1549995897
NLA17_WY-10008,1,-14.14,-112.18,0.94,0.115,0.794288932,0.336611015,3161771.879
NLA17_WY-10009,1,-16.28,-120.75,9.49,0.012,1.663291888,0.262724102,6173814.94
NLA17_WY-10012,1,-15.74,-118.54,7.38,0.055,1.33622268,0.19212592,733538.2973
NLA17_WY-10013,1,-12.51,-109.59,-9.51,0.32,0.991819888,0.816409013,20296.4848
NLA17_WY-10017,1,-2.89,-49.96,-26.84,0.628,2.460858923,1.267591191,2708017.965
NLA17_WY-10018,1,-15.16,-124.23,-2.95,0.084,0.462111387,0.419083777,450484.9162
NLA17_WY-10019,1,-19.07,-142.06,10.5,0,NA,0.391104513,12162.6888
NLA17_WY-10020,1,-15.51,-119.4,4.68,0.04,0.078922835,0.414218485,8509566.469
NLA17_WY-10021,1,-15.39,-118.91,4.21,0.043,1.517580774,0.285614026,302287252.8
NLA17_WY-10031,1,-16.81,-123.41,11.07,0,NA,0.096546474,321904.8588
NLA17_WY-10032,1,-18.09,-131.7,13.02,0,NA,0.158519849,1442707.25
NLA17_WY-10038,1,-8.56,-82.88,-14.4,0.187,0.603487163,1.395889362,26839.3041
NLA17_WY-10039,1,-8.12,-101.6,-36.64,0.354,0.290133544,0.806716338,42838.7998
NLA17_WY-10050,1,-14.28,-113.95,0.29,0.036,0.07885706,0.30356907,33583.5948
NLA17_WY-HP001,1,-13.63,-112.41,-3.37,0.043,4.680793109,0.919865029,1140971.37
NLA17_AL-10001,2,-3.87,-21.36,9.6,0.011,0.030603393,0.020389053,33963752.56
NLA17_AL-10004,2,-0.41,-6.67,-3.39,0.202,0.365525955,0.203757657,584040.0415
NLA17_AR-10001,2,-1.94,-14.65,0.87,0.131,0.149162508,0.153022809,1131940.234
NLA17_AR-10003,2,-2.28,-22.3,-4.06,0.043,NA,0.270264954,NA
NLA17_AZ-10001,2,-5.2,-45.49,-3.89,0.181,0.906724115,0.0268829,24368303.98
NLA17_AZ-10006,2,-3.85,-39.4,-8.6,0.32,NA,0.233463029,NA
NLA17_CA-10001,2,-4.12,-27.5,5.46,0.158,0.786232389,0.061882241,12158468.05
NLA17_CA-10005,2,-4.79,-37.74,0.58,0.196,1.423414232,0.087616302,4770030.811
NLA17_CO-10009,2,-12.66,-98.67,2.61,0.137,1.15786589,0.406906025,186231.2509
NLA17_CO-10024,2,-14.9,-112.64,6.56,0.052,1.179626283,0.935069652,6637447.223
NLA17_CT-10001,2,-5.75,-38.81,7.19,0.098,0.104561202,0.109772127,130612.3211
NLA17_CT-10005,2,-5.14,-37.61,3.51,0.14,0.290563836,0.261491805,448260.6523
NLA17_DE-10001,2,-4.73,-28.66,9.18,0.029,0.012556848,0.279318997,226783.1296
NLA17_DE-10004,2,-5.94,-32.64,14.88,0,NA,0.119117757,55182.871400000004
NLA17_FL-10001,2,0.34,3.7,0.98,0.218,0.082338707,0.210261326,771024983.5
NLA17_FL-10007,2,0.15,-2.14,-3.34,0.144,0.138840774,0.277076258,22185.8807
NLA17_GA-10001,2,1.06,5.06,-3.42,0.264,0.226748949,0.314962574,92525.73
NLA17_GA-10005,2,-0.79,-11.24,-4.92,0.196,0.202478941,0.145622768,24877.9738
NLA17_IA-10001,2,-2.5,-27.5,-7.5,0.441,1.438272796,0.347021702,8245780.08
NLA17_IA-10005,2,-3.25,-27.62,-1.62,0.394,0.809797802,0.401897189,5902147.842
NLA17_ID-10001,2,-14.38,-110.56,4.48,0.027,0.099042336,0.202326485,4385648.35
NLA17_ID-10006,2,-13.44,-109.69,-2.17,0.068,0.244358506,0.182711931,458474.1343
NLA17_IL-10003,2,-2.36,-20.89,-2.01,0.137,0.372786657,0.356414325,159724.4763
NLA17_IL-10004,2,-1.91,-19.99,-4.71,0.244,1.643268169,0.42731541,3635238.208
NLA17_IN-10010,2,-4.92,-36.96,2.4,0.147,0.631646448,0.16523775,7413366.525
NLA17_IN-10028,2,-4.04,-28.74,3.58,0.185,1.094812013,0.272233147,7781277.59
NLA17_KS-10001,2,-3.12,-24.87,0.09,0.28,0.422937092,0.573085487,128157.39
NLA17_KS-10005,2,-3.71,-25.94,3.74,0.145,0.261244977,0.352554002,60863.4133
NLA17_KY-10001,2,-3.83,-26.72,3.92,0.142,1.56938,0.206741585,7780265.646
NLA17_KY-10003,2,-2.19,-20.78,-3.26,0.107,0.073748529,0.298176744,22269.2957
NLA17_LA-10001,2,-0.14,-1.03,0.09,0.291,0.427419629,0.247853858,6857819.965
NLA17_LA-10004,2,-3.24,-18.35,7.57,0.071,0.041726731,0.065261693,103300095
NLA17_MA-10001,2,-4.28,-30.46,3.78,0.174,0.3214978,0.218018269,185844.0842
NLA17_MA-10004,2,-6.73,-47.17,6.67,0.086,0.463681251,0.063828484,4674999.515
NLA17_MD-10001,2,-4.98,-36.4,3.44,0.164,0.931570278,0.294633265,3317509.644
NLA17_MD-10003,2,-5.76,-34.45,11.63,0.047,0.053013459,0.340023922,681829.677
NLA17_ME-10001,2,-4.35,-41.3,-6.5,0.358,0.577999731,0.153432774,948269.6113
NLA17_ME-10007,2,-8.08,-61.27,3.37,0.157,0.744024891,0.179760174,85383.0532
NLA17_MI-10001,2,-2.35,-27.63,-8.83,0.46,1.834498159,0.296134856,527104.0753
NLA17_MI-10011,2,-5.28,-43.31,-1.07,0.173,0.417122997,0.441135463,253876.3296
NLA17_MN-10001,2,-7.79,-63.34,-1.02,0.295,1.579010167,0.284768513,4143182.787
NLA17_MN-10159,2,-8.67,-70.83,-1.47,0.223,0.870017277,0.262174222,1669772.208
NLA17_MO-10001,2,-1.05,-12.1,-3.7,0.368,0.592638857,0.358026162,156738.6636
NLA17_MO-10006,2,-3.35,-24.69,2.11,0.071,0.178780921,0.250396568,435224.8468
NLA17_MS-10001,2,-2.71,-19.77,1.91,0.025,0.036834083,0.135489029,612801.7625
NLA17_MS-10007,2,1.3,0.7,-9.7,0.476,1.525537342,0.367919706,237983.1402
NLA17_MT-10009,2,-6.76,-77.71,-23.63,0.517,0.33331501,0.745118943,262151.0861
NLA17_MT-10036,2,-6.78,-77.68,-23.44,0.454,1.757148127,1.342362192,582010.5059
NLA17_NC-10001,2,-4.26,-27.29,6.79,0.069,0.361621979,0.127854313,68986008.95
NLA17_NC-10004,2,-3.66,-20.88,8.4,0.07,0.288777031,0.216321928,988626.8246
NLA17_ND-10001,2,-1.87,-26.72,-11.76,0.951,1.381132826,0.622240309,2316542.272
NLA17_ND-10008,2,-3.68,-47.61,-18.17,0.732,0.960656237,0.869783737,1618558.693
NLA17_NE-10001,2,-3.42,-32.38,-5.02,0.239,1.012387046,0.143694797,173934356.5
NLA17_NE-10007,2,-11.29,-95.39,-5.07,0.256,2.281227609,0.801837818,24901969.34
NLA17_NH-10001,2,-8.22,-57.15,8.61,0.052,0.149018165,0.021229896,195557.5136
NLA17_NH-10052,2,-5.89,-45.54,1.58,0.157,0.192326626,0.081545868,254018.5163
NLA17_NJ-10001,2,-5.46,-38.08,5.6,0.139,0.209171803,0.159121949,229774.6566
NLA17_NJ-10004,2,-5.6,-34.2,10.6,0.033,0.02278788,0.202981439,62202.2201
NLA17_NM-10003,2,-3.92,-39.55,-8.19,0.228,0.962491228,0.544527722,11552719.05
NLA17_NM-10004,2,0.28,-17.1,-19.34,0.56,0.695931853,0.638008653,192808.6509
NLA17_NV-10002,2,-8.43,-83.53,-16.09,0.224,0.118144757,0.257384349,262706.9177
NLA17_NV-10006,2,-15.61,-118.14,6.74,0.05,0.214946412,0.066459739,133267.3837
NLA17_NY-10001,2,-6.83,-49.64,5,0.112,2.681739638,0.232214506,688356148.3
NLA17_NY-10003,2,-7.66,-55.15,6.13,0.125,0.373317279,0.191703129,66738.8948
NLA17_OH-10001,2,-4.47,-27.09,8.67,0.052,0.063579774,0.043927737,3369002.466
NLA17_OH-10003,2,-3.06,-23.54,0.94,0.307,1.872787377,0.289880512,2834495.357
NLA17_OK-10001,2,1.77,3.22,-10.94,0.801,2.682948119,0.297770905,16264570.29
NLA17_OK-10012,2,0.85,1.63,-5.17,0.704,1.131694778,0.317437948,101271.9451
NLA17_OR-10002,2,-13.55,-97.92,10.48,0,NA,0.05852867,999880.2347
NLA17_OR-10008,2,-0.46,-26.54,-22.86,0.567,0.442208528,0.176875218,202219.7635
NLA17_PA-10001,2,-7.09,-48.07,8.65,0.048,0.462758358,0.107079315,228094260.2
NLA17_PA-10006,2,-1.48,-16.33,-4.49,0.438,0.680454028,0.258221547,4748581.385
NLA17_RI-10001,2,-4.57,-33.99,2.57,0.185,0.279688565,0.14081227,907463.027
NLA17_RI-10010,2,-4.75,-30.9,7.1,0.124,0.135027113,0.156758877,36144.1518
NLA17_SC-10002,2,-3.06,-16.61,7.87,0.066,0.139272414,0.099943416,731172707.1
NLA17_SC-10003,2,2.47,1.48,-18.28,0.617,0.43317229,0.552140331,31379.4972
NLA17_SD-10001,2,-13.51,-111.66,-3.58,0.213,1.723172329,0.192744186,7039277200
NLA17_SD-10010,2,-1.12,-29.69,-20.73,0.752,0.303713345,0.782413502,1113189.144
NLA17_TN-10001,2,-3.95,-23.81,7.79,0.069,0.10082333,0.211157363,152166.399
NLA17_TN-10003,2,-11.16,-80.03,9.25,0.012,0.225498674,0.253689008,422998.8445
NLA17_TX-10001,2,0.98,1.63,-6.21,0.392,0.378158888,0.301754097,139126.4076
NLA17_TX-10008,2,1.02,-0.98,-9.14,0.333,0.18272985,0.314895185,82912.68
NLA17_UT-10001,2,-10.16,-80.44,0.84,0.207,0.81529172,0.398098756,3064124.953
NLA17_UT-10006,2,-11.53,-98.04,-5.8,0.144,3.552398817,1.945114191,166036.9582
NLA17_VA-10001,2,-3.77,-23.23,6.93,0.101,0.066942622,0.135456388,158867.1171
NLA17_VA-10006,2,-2.68,-19.68,1.76,0.2,0.128744538,0.089070859,189760.5811
NLA17_VT-10001,2,-9.16,-64.56,8.72,0.043,0.459185678,0.206441931,4688746.25
NLA17_VT-10003,2,-9.65,-70.43,6.77,0.062,1.539552954,0.228710259,21901591.25
NLA17_WA-10001,2,0.62,-12.61,-17.57,NA,NA,0.143903999,98949.6425
NLA17_WA-10007,2,-13.31,-102.3,4.18,0.095,1.084635046,0.886116198,198554.7056
NLA17_WV-10001,2,-6.23,-44.39,5.45,0.126,0.432079797,0.197432266,1256332.089
NLA17_WV-10003,2,-5.01,-36.47,3.61,0.165,0.367621538,0.261374395,233251.076
NLA17_WY-10001,2,-16.1,-129.1,-0.3,0.167,0.378821815,1.109602466,228307.9924
NLA17_WY-10004,2,-12.94,-102.37,1.15,0.052,0.094020526,0.136422875,16391.6934
