SITE_ID,VISIT_NO,MAGNESIUM_mgL,DOC_mgL,SILICA_mgL,CHLORIDE_mgL,COND_USCM,NITRATE_N_mgL,PH,CHLA_ugL,NTL_mgL,TURB_NTL,AMMONIA_N_mgL,POTASSIUM_mgL,SULFATE_mgL,SODIUM_mgL,COLOR_ALPHA,ANC_ueqL,CALCIUM_mgL,PTL_ugL,NITRITE_N_mgL,ALUMINUM_mgL,NITRATE_NITRITE_N_mgL,TKN_mgL,BATCH_ID
NLA17_VA-10009,1,2.005,5.93,5.909,21.206,149.4,6e-4,7.21,34.4,1.093,8.36,0.095,3.299,8.609,14.269,25,442.27,7.395,95.83375,0,NA,NA,NA,NA
NLA17_WA-10005,1,2.527,4.95,17.784,4.006,90.8,0,7.89,1.33,0.621,0.74,0.036,1.317,1.487,4.843,25,712.08,9.222,38.39875,0,NA,NA,NA,NA
NLA17_OK-10002,1,13.893,4.87,2.26,225.568,1165.3,0,8.38,20.16,0.681,4.16,0.047,5.36,79.292,137.472,10,2448.9,56.842,154.89,0,NA,NA,NA,NA
NLA17_ME-10021,1,0.82,5.6,3.316,3.364,41.7,2e-4,6.97,2.25,0.579,1.07,0.032,0.307,1.648,3.017,35,239.07,4.15,17.125,0,NA,NA,NA,NA
NLA17_VA-10015,1,4.059,5.81,1.347,11.723,205.9,0,8.24,5.26,0.573,1.45,0.021,3.914,2.657,8.937,10,1659.09,26.101,21.985,0,NA,NA,NA,NA
NLA17_VA-10019,1,3.618,7.36,2.491,24.238,170.9,0,7.75,41.33,1.861,11.92,0.021,2.663,5.399,16.022,10,703.76,10.579,77.13125,0,NA,NA,NA,NA
NLA17_WI-10001,2,27.4,7.53,7.73,66.2,544,NA,8.9,47,0.91,15.7,NA,2.57,12.5,32.4,20,3420,34.7,68.6,NA,NA,NA,NA,NA
NLA17_SD-10006,1,217.761,9.91,12.871,123.226,3907.7,0,8.11,16.29,1.359,10.99,0.078,45.152,2301.606,258.122,5,2228.08,492.329,71.45,0,NA,NA,NA,NA
NLA17_WA-10023,1,17.693,10.82,35.28,18.477,394.7,9e-4,8.87,20.16,1.216,2.09,0.041,7.032,5.708,26.034,25,3344.05,34.809,80.475,0,NA,NA,NA,NA
NLA17_IN-10067,1,21.457,9.99,12.106,18.412,482.5,0,8.52,2.43,1.044,1.38,0.023,2.581,70.013,12.014,10,2958.74,54.653,17.93625,0,NA,NA,NA,NA
NLA17_FL-10015,1,266.058,23.13,1.767,4019.603,12635.9,0,7.94,4.49,1.405,0.91,0.097,81.959,562.959,2317.327,160,1957.44,127.783,74.92625,0,NA,NA,NA,NA
NLA17_NH-10006,1,0.546,2.95,5.675,18.53,89.1,1e-4,7.24,2,0.279,0.66,0.014,0.685,2.286,12.407,28,172.21,4.277,8.0075,0,NA,NA,NA,NA
NLA17_IN-10120,1,10.83,11.25,3.798,15.787,323.8,0,8.21,34.4,1.345,6.34,0.023,3.448,7.808,8.67,48,2541.92,43.566,52.0875,0,NA,NA,NA,NA
NLA17_ME-10011,1,0.587,8.79,4.6,7.402,42.4,8e-4,6.73,23.73,0.588,1.83,0.021,0.4,0.832,5.256,105,94.19,2.239,36.00375,0,NA,NA,NA,NA
NLA17_IN-10026,1,19.814,4.89,3.567,16.759,355.6,0.083,8.4,85.6,1.708,21.05,0.022,2.812,7.011,8.938,23,2970.3,33.727,167.74,0,NA,NA,NA,NA
NLA17_ID-10006,1,2.812,5.53,16.358,0.45,78,0,7.65,20,0.726,4.07,0.017,0.372,0.332,3.233,22,703.55,9.164,43.23875,0,NA,NA,NA,NA
NLA17_ID-10017,1,0.414,2.54,12.902,0.363,23.8,0,7.36,2.14,0.408,0.75,0.015,0.606,0.628,2.343,9,195.96,1.979,15.98875,0,NA,NA,NA,NA
NLA17_ID-10086,1,19.595,7.6,22.262,1.954,359.8,0,8.4,1.1,0.6,0.53,0.022,1.938,4.051,4.267,18,3618.45,43.287,22.51125,0,NA,NA,NA,NA
NLA17_ID-10004,1,1.558,2.83,10.885,2.116,49.7,0,7.5,5.11,0.329,1.31,0.015,0.654,2.84,2.901,12,316.76,4.3,27.06,0,NA,NA,NA,NA
NLA17_OR-10154,1,8.33,5.4,24,16.3,NA,NA,NA,21,0.9925,NA,NA,1.42,4.49,9.09,NA,1638.524,20.4,90,NA,NA,NA,0.99,NA
NLA17_IN-10140,1,3.257,4.85,2.783,1.312,68.1,0,7.4,17.37,0.511,3.86,0.021,1.822,7.498,1.89,15,381.83,4.412,28.41375,0,NA,NA,NA,NA
NLA17_ID-10003,1,0.77,3.81,11.556,0.173,35.3,0,7.42,2.62,0.358,1.01,0.02,0.633,0.792,2.007,10,296.68,3.867,12.01125,0,NA,NA,NA,NA
NLA17_ID-10054,1,0.595,10.47,3.155,0.188,22.4,0.0086,6.73,7.96,0.855,1.54,0.038,0.988,0.279,0.879,59,149.56,2.195,30.8575,0,NA,NA,NA,NA
NLA17_NH-10002,1,0.524,6.35,4.588,0.22,20.5,0,6.85,3.52,0.351,2.26,0.016,0.33,1.902,0.869,35,106.34,2.177,15.53,0,NA,NA,NA,NA
NLA17_MI-10134,1,10.572,9.65,2.993,18.848,268.5,0,8.21,10.13,0.579,2.8,0.011,1.275,1.761,10.418,42,2144.88,29.22,12.25,0,NA,NA,NA,NA
NLA17_IL-10012,1,27.938,6.45,1.432,4.459,414.2,0,8.3,19.84,0.811,2.96,0.02,4.567,73.561,4.71,10,2427.29,32.054,37.7575,0,NA,NA,NA,NA
NLA17_ME-10001,2,0.494,3.99,3.851,1.457,23.9,0,7.04,2.17,0.249,0.71,0.007,0.436,1.996,1.927,28,111.61,1.812,4.23,0,NA,NA,NA,NA
NLA17_IN-10108,1,19.46,5.41,3.757,24.677,379.2,0,8.29,12.69,0.611,3.56,0.03,2.449,5.216,11.094,15,2853.1,31.332,30.57125,0,NA,NA,NA,NA
NLA17_WI-10072,1,0.988,11.9,NA,1.97,26.5,NA,6.91,16.4,0.45,3.42,NA,1.02,0.594,1.1,50,153,2.24,20.6,NA,28.4,NA,NA,NA
NLA17_MI-10023,1,8.158,10.25,0.525,25.519,270.2,0,7.84,17.16,0.815,1.16,0.073,1.591,0.551,11.028,40,1732.94,28.28,21.87,0,NA,NA,NA,NA
NLA17_ME-10002,1,0.425,2.98,1.342,2.462,20.4,0,6.69,1.27,0.158,0.62,0.006,0.218,1.669,1.896,22,62.81,1.148,3.315,0,NA,NA,NA,NA
NLA17_ID-10012,1,0.316,1.12,2.831,0.069,9.2,0,6.96,1.21,0.12,0.5,0.006,0.104,0.322,0.585,14,82.82,0.911,9.9325,0,NA,NA,NA,NA
NLA17_OR-10037,1,0.065,1.22,1.291,0.188,3.3,0,6.54,0.71,0.108,0.42,0.009,0.078,0.115,0.259,10,32.94,0.228,3.33125,0,NA,NA,NA,NA
NLA17_IN-10089,1,5.135,6.57,5.311,12.633,168.8,0,7.85,9.68,0.605,3.24,0.023,2.529,1.288,7.974,25,1266.68,17.097,21.3375,0,NA,NA,NA,NA
NLA17_IL-10004,2,76.722,3.3,3.141,7.575,1162.3,0,8.49,2.79,0.33,1.23,0.008,5.589,412.306,47.954,11,5004.68,79.613,8.53,0,NA,NA,NA,NA
NLA17_OK-10003,1,39.809,6.42,4.86,144.188,1335.4,0,8.64,25.92,0.675,20.72,0.012,8.415,309.099,127.54,22,3390.97,78.786,98.37875,0,NA,NA,NA,NA
NLA17_IN-10012,1,12.785,3.84,5.45,24.085,345.2,0.3267,8.36,34,1.3,4.4,0.023,3.015,12.953,15.355,30,2521,35.041,52.13,0.103,NA,NA,NA,NA
NLA17_MI-10016,1,12.407,4.83,4.429,21.363,290.7,0,8.5,2.84,0.465,1.16,0.009,0.721,6.313,10.508,20,2161.33,29.663,9.09875,0,NA,NA,NA,NA
NLA17_WI-10004,1,9.88,4.16,9.46,9.38,228,NA,8.6,4.62,0.187,1.62,NA,1.02,3.06,4.6,10,2040,28.4,10.6,NA,NA,NA,NA,NA
NLA17_WA-10025,1,17.346,3.92,19.372,8.649,420.8,0,8.52,26.88,0.788,6.17,0.008,6.51,19.422,32.713,31,3550.83,27.855,64.90125,0,NA,NA,NA,NA
NLA17_OR-10106,1,0.315,1.84,8.344,0.262,12.1,0.0026,6.95,0.51,0.171,0.23,0.008,0.273,0.025,0.978,2,108.02,0.908,7.505,0,NA,NA,NA,NA
NLA17_IN-10139,1,4.972,6.47,3.614,12.069,200,0,8.33,102.4,1.85,40.59,0.013,4.389,5.69,8.237,10,1473.92,21.053,222.2225,0,NA,NA,NA,NA
NLA17_ME-10018,1,0.838,6.66,5.875,5.063,41,0.0323,6.86,4.05,0.45,0.99,0.024,0.504,2.19,3.836,60,129.92,2.456,26.4875,0.004,NA,NA,NA,NA
NLA17_VA-10037,1,1.559,2.91,14.312,1.492,41.5,0,7.28,17.76,0.228,7.27,0.006,1.526,0.272,2.338,12,356.64,3.065,31.3925,0,NA,NA,NA,NA
NLA17_WI-10066,1,45.2,6.29,2.3,51.4,580,0.427,8.5,1.65,0.818,0.894,NA,2.95,29.1,20.6,10,4140,33.2,10.7,NA,NA,NA,NA,NA
NLA17_IN-10085,1,4.266,5.59,5.66,4.113,129.8,0.0037,8.4,25.28,0.948,5.38,0.021,4.481,11.855,3.218,20,890.89,13.469,52.91375,0.002,NA,NA,NA,NA
NLA17_OR-10153,1,0.71,3.42,7.98,NA,NA,NA,NA,0.8,0.2525,NA,0.011,NA,NA,1.22,NA,199.82,2.2,10,NA,NA,NA,0.25,NA
NLA17_OR-10078,1,6.141,17.54,26.347,1.577,160.1,0,8.19,38.48,1.718,7.51,0.049,5.633,0.018,15.547,36,1531.41,8.473,172.99375,0,NA,NA,NA,NA
NLA17_NE-10047,1,4.564,6.63,14.287,4.743,206.3,1.2876,8.06,25.77,2.351,220,0.023,18.631,9.079,5.576,39,1456.1,17.481,1035.738,0.003,NA,NA,NA,NA
NLA17_OR-HP003,1,0.157,0.67,1.943,0.181,5.9,0.0026,6.77,0.33,0.079,0.12,0.006,0.137,0.052,0.469,3,58.43,0.491,0.5575,0,NA,NA,NA,NA
NLA17_NJ-10001,2,21.133,4.21,7.494,41.579,469,0.0029,8.49,22.51,0.853,3.89,0.021,1.743,6.895,22.448,5,3345.78,38.657,37.57875,0,NA,NA,NA,NA
NLA17_IN-10132,1,4.548,5.8,3.51,5.785,154.3,0,7.88,19.44,0.698,4.01,0.012,2.935,5.504,6.834,18,1204.01,15.931,35.07625,0,NA,NA,NA,NA
NLA17_WY-10002,1,20.35,2.96,4.631,2.417,639,0,8.36,0.63,0.193,0.37,0.006,4.62,202.377,28.757,5,2375.68,69.327,5.65375,0,NA,NA,NA,NA
NLA17_IN-10105,1,5.414,5.71,8.074,6.126,164.6,0,7.97,76.96,0.988,6.01,0.013,3.267,7.801,3.522,23,1234.76,18.984,70.2225,0,NA,NA,NA,NA
NLA17_WY-10017,1,1056.768,37.94,1.155,474.275,12534.5,0,8.52,2.06,2.07,1.37,0.065,45.12,7092.085,1958.27,16,4948.4,393.568,40.15,0,NA,NA,NA,NA
NLA17_IL-10007,1,2.142,4.45,7.957,1.004,56.6,0,7.46,18.4,0.444,2.4,0.011,1.104,6.092,1.915,12,355.08,5.676,26.02625,0,NA,NA,NA,NA
NLA17_OR-10109,1,1.51,4.04,5.34,11.3,NA,NA,NA,4.6,0.2836,NA,NA,0.81,2.25,7.68,NA,199.82,2.17,10,NA,NA,0.0236,0.26,NA
NLA17_IN-10161,1,9.81,4.79,0.792,38.509,320.5,0,8.3,3.25,0.451,1.21,0.011,2.022,8.264,26.471,20,1676.75,22.601,11.3475,0,NA,NA,NA,NA
NLA17_OR-HP10200,1,1.14,1.6,5.81,10.6,NA,NA,NA,3,0.1473,NA,NA,0.65,2.08,7.11,NA,159.856,1.57,NA,NA,NA,0.0473,NA,NA
NLA17_OK-10006,1,8.104,8.08,8.546,17.73,379.1,0.7334,8,22.29,2.058,76.09,0.18,8.021,69.731,28.264,65,1483.46,31.066,561.47375,0.038,NA,NA,NA,NA
NLA17_IL-10021,1,66.434,3.52,7.675,5.076,1185.4,0,8.12,92.16,0.438,2.86,0.01,9.215,550.335,19.944,10,1736.76,135.907,22.43625,0,NA,NA,NA,NA
NLA17_SD-10009,1,11.122,6.95,0.238,30.041,328.7,0,8.48,17.04,0.546,2.43,0.012,4.463,18.767,17.884,22,1847.4,28.653,26.03,0,NA,NA,NA,NA
NLA17_IN-10171,1,15.394,9.36,4.032,35.195,385.3,0,8.93,174.4,2.728,32.15,0.02,3.596,22.964,23.968,36,2332.03,30.696,244.5375,0,NA,NA,NA,NA
NLA17_ID-HP001,1,0.582,2.62,7.04,0.133,43.9,0.0024,7.46,1.03,0.216,0.43,0.009,1.146,0.294,2.316,15,391.48,5.559,17.69,0,NA,NA,NA,NA
NLA17_ME-10014,1,0.897,8.68,1.603,5.128,40.5,0,6.93,7.93,0.426,1.33,0.01,0.739,1.246,4.123,70,145.86,2.498,16.99125,0,NA,NA,NA,NA
NLA17_ID-10147,1,14.995,1.02,29.578,10.904,336.1,0.7992,8.56,0.97,0.994,0.54,0.016,3.772,24.833,17.008,0,2523.87,28.754,35.80875,0.002,NA,NA,NA,NA
NLA17_IN-10126,1,11.985,5.87,5.092,4.62,255.2,0,7.96,8.51,0.89,3.64,0.021,2.404,0.983,2.577,20,2453.95,30.688,57.5175,0,NA,NA,NA,NA
NLA17_NH-10058,1,2.7,5.82,12.958,74.722,380.7,0,7.66,9.04,0.438,2.44,0.009,3.451,5.281,45.162,25,899.09,21.185,25.83,0,NA,NA,NA,NA
NLA17_FL-10011,1,2.639,4.98,0.421,9.517,126.5,0.2265,7.61,5.52,0.745,1.71,0.011,5.251,15.616,3.509,21,482.61,12.708,8.32375,0.004,NA,NA,NA,NA
NLA17_IL-10005,1,4.047,5.62,1.712,2.678,124.1,0,7.88,25.76,0.729,3.57,0.014,4.071,10.573,5.387,10,854.07,10.662,44.4725,0,NA,NA,NA,NA
NLA17_WI-10112,1,0.261,6.46,NA,NA,10.7,NA,6.25,5.04,0.355,1.62,NA,0.633,NA,0.226,20,52.1,0.7,16.2,NA,18.2,NA,NA,NA
NLA17_OK-10083,1,38.9,10.1,7.085,89.356,911.8,0,8.46,92.19,1.905,15.96,0.02,7.877,185.706,67.4,30,2510.96,58.377,103.97375,0,NA,NA,NA,NA
NLA17_ID-10173,1,0.414,4.3,14.93,0.394,38.5,0.0034,7.4,16.96,0.469,2.31,0.01,0.908,0.11,4.399,10,361.39,3.423,43.86625,0,NA,NA,NA,NA
NLA17_MI-10036,1,0.284,10.48,0.025,0.066,9.3,0,5.86,11.66,0.625,1.22,0.011,0.742,0.046,0.173,80,42.37,0.811,24.27875,0,NA,NA,NA,NA
NLA17_WA-HP003,1,14.969,1.96,35.133,6.037,352.2,0,8.53,1.52,0.238,0.51,0.005,7.659,31.069,31.177,0,2734.03,22.22,34.20875,0,NA,NA,NA,NA
NLA17_IN-10142,1,7.626,7.33,0.227,25.038,280.8,0.0105,8.27,30.22,1.064,4.28,0.042,3.048,2.838,18.793,22,1954.77,28.713,102.07,0.002,NA,NA,NA,NA
NLA17_WA-10060,1,0.069,0.45,1.306,0.264,6.6,0.0112,6.8,0.39,0.084,0.25,0.008,0.079,0.228,0.413,4,60.87,0.949,1.93625,0.001,NA,NA,NA,NA
NLA17_MT-10072,1,3.762,0.86,7.265,0.097,100.9,0,8.05,0.91,0.055,0.42,0.007,0.293,0.667,1.189,3,1018.74,14.641,7.82,0,NA,NA,NA,NA
NLA17_FL-10007,2,1.248,3.84,0.781,4.133,42.4,0,6.47,7.95,0.506,1.68,0.008,1.201,7.722,3.134,13,49.86,2.198,17.36375,0,NA,NA,NA,NA
NLA17_MS-10017,1,0.916,3.78,2.214,1.24,28.3,0,7.28,4.88,0.401,1.55,0.009,0.881,1.083,1.487,23,184.59,2.163,14.24375,0,NA,NA,NA,NA
NLA17_NE-10040,1,24.35,7.74,22.882,31.835,685.2,0,8.79,176.73,3.706,34.35,0.019,28.76,111.51,61.849,36,3436.03,24.478,375.88875,0,NA,NA,NA,NA
NLA17_IL-10010,1,40.414,5.17,4.329,5.923,968.4,0,8.3,18.56,0.701,4.67,0.01,5.759,368.25,61.082,15,2517.51,84.744,31.365,0,NA,NA,NA,NA
NLA17_WA-10010,1,3.336,10.8,17.128,2.052,143,0.0092,8.32,3.91,1.114,0.98,0.241,2.463,2.029,11.669,25,1228.66,12.787,32.65,0.002,NA,NA,NA,NA
NLA17_WI-10070,1,18.5,11.5,7.54,2.29,311,NA,8.46,15.1,0.405,2.03,NA,0.475,3.81,1.57,50,3260,36,20.1,NA,NA,NA,NA,NA
NLA17_WA-10038,1,0.583,0.31,5.829,0.282,37.8,0,6.93,0.42,0.015,1.56,0.004,0.395,10.55,0.902,10,84.86,4.292,5.57875,0,NA,NA,NA,NA
NLA17_FL-10001,2,4.406,20.85,6.425,23.509,199.9,0.0193,7.7,37.28,1.594,10.55,0.022,3.888,12.314,12.765,250,802.79,18.12,210.53125,0.002,NA,NA,NA,NA
NLA17_IL-10003,2,19.825,4.95,11.623,37.503,418.9,0.0018,8.23,26.56,0.964,7.25,0.09,4.212,12.8,18.797,22,2810.73,30.448,78.995,0,NA,NA,NA,NA
NLA17_NH-10067,1,0.241,5.39,2.347,3.121,27.1,0,6.8,2.99,0.293,0.7,0.009,0.347,1.13,3.02,40,82.67,1.56,6.0975,0,NA,NA,NA,NA
NLA17_ME-10038,1,0.389,10.95,1.837,1.962,19.1,0,6.11,10.8,0.448,0.95,0.015,0.202,0.79,2.103,155,43.65,0.927,15.37875,0,NA,NA,NA,NA
NLA17_MS-10008,1,1.985,5.92,6.217,1.735,46.1,0,7.41,38.08,0.52,6.53,0.013,1.408,0.794,2.062,34,351.5,3.321,53.41375,0,NA,NA,NA,NA
NLA17_MD-10003,2,5.291,4.99,6.965,24.337,165.6,0.4369,7.55,20.48,1.284,9.86,0.141,2.852,4.023,9.226,28,621.17,10.795,55.10625,0.007,NA,NA,NA,NA
NLA17_WI-10102,1,0.43,10.2,0.175,2.01,12.8,NA,6.36,11.2,0.369,2.38,NA,0.21,NA,0.269,50,66,1.4,19.7,NA,33.8,NA,NA,NA
NLA17_WA-10022,1,41.766,21.69,7.304,348.753,4247.4,0,9.33,4.41,1.869,1.07,0.023,96.065,861.961,921.021,15,17331.06,12.079,55.89,0,NA,NA,NA,NA
NLA17_NE-10067,1,24.888,6.28,26.728,43.263,960,0.0073,8.43,22.21,0.879,12.78,0.023,11.989,230.366,93.503,15,4015.07,70.101,120.05,0.001,NA,NA,NA,NA
NLA17_ID-10175,1,4.972,11.47,24.645,2.132,152.3,0.0021,9.04,32.8,1.686,8.09,0.067,5.028,0.69,7.327,45,1466.49,15.114,547.58,0,NA,NA,NA,NA
NLA17_UT-10019,1,0.406,2,0.251,0.199,14.2,4e-4,6.92,6.91,0.18,1.64,0.008,0.26,0.697,0.376,10,103.66,1.739,9.66,0,NA,NA,NA,NA
NLA17_MI-10002,1,15.193,3.04,6.789,18.415,384.1,0.1921,8.23,3.14,0.578,1.17,0.134,1.085,16.809,9.669,5,2962.85,44.171,27.17625,0.004,NA,NA,NA,NA
NLA17_MD-10034,1,6.263,4.38,5.6,32,209.6,0.0646,7.86,44,0.915,14.25,0.011,2.71,5.109,10.934,15,836.38,15.882,58.1925,0.003,NA,NA,NA,NA
NLA17_MN-10044,1,0.614,7.49,1.183,0.147,17.9,0,6.89,3.38,0.47,1.81,0.013,0.261,1.045,0.869,20,110.33,1.681,9.53375,0,NA,NA,NA,NA
NLA17_WA-10002,1,30.567,7.07,1.495,8.592,516.3,0,8.6,2.1,0.711,1.05,0.013,5.631,43.756,31.421,13,4332.85,30.327,9.68625,0,NA,NA,NA,NA
NLA17_OR-10108,1,1.14,2.79,19,NA,NA,NA,NA,0.1,0.2025,NA,NA,1.43,NA,1.28,NA,299.73,2.55,40,NA,NA,NA,0.2,NA
NLA17_WA-HP001,1,1.634,0.61,12.484,0.32,38.9,0,7.53,1.28,0.051,0.37,0.005,0.466,0.451,1.734,10,366.07,3.537,10.54875,0,NA,NA,NA,NA
NLA17_WI-10079,1,0.293,4.41,0.183,1.21,11.2,NA,6.4,3.26,0.189,1.15,NA,0.707,1.64,0.147,20,31.1,0.788,8.39,NA,12.2,NA,NA,NA
NLA17_MI-10083,1,5.847,6.4,1.988,0.384,170.3,0.0014,8.25,2.55,0.806,0.75,0.034,0.309,0.954,0.505,0,1718.29,25.078,10.81125,0,NA,NA,NA,NA
NLA17_MS-10013,1,0.491,6.57,2.914,0.967,21,0,6.89,47.56,1.241,9.41,0.016,2.873,0.053,0.741,22,134.35,0.95,92.47,0,NA,NA,NA,NA
NLA17_ME-10007,2,0.401,7.18,2.274,0.16,20.9,0,7,2.79,0.433,0.66,0.015,0.07,0.628,0.944,40,142.62,2.815,11.0225,0,NA,NA,NA,NA
NLA17_WA-10048,1,3.217,6.75,6.141,2.626,77.4,0.0014,7.62,8.08,0.456,2.87,0.015,0.508,1.883,5.291,34,620.46,6.303,27.4325,0,NA,NA,NA,NA
NLA17_MD-10002,1,2.382,2.08,2.243,108.718,448,0.2894,7.55,5.52,0.503,3.05,0.021,1.225,12.712,71.71,2,402.18,13.129,7.7675,0,NA,NA,NA,NA
NLA17_CA-10033,1,0.162,1.24,3.563,0.139,11.2,0,7.02,0.37,0.138,0.3,0.016,0.292,0.467,0.831,10,89.57,1.171,5.15625,0,NA,NA,NA,NA
NLA17_CA-HP002,1,1.717,4.3,26.356,0.113,57.4,8e-4,7.8,5.31,0.47,1.99,0.017,0.863,0.254,2.782,22,542.07,6.263,33.04125,0,NA,NA,NA,NA
NLA17_WI-10009,1,4.25,11.6,0.181,6.46,105,NA,7.2,159,0.849,13.6,NA,1.56,0.989,3.35,120,872,11.6,204,NA,33.5,NA,NA,NA
NLA17_ID-10006,2,2.966,4.87,17.288,0.459,79.8,0,7.36,7.78,0.486,1.79,0.008,0.366,0.306,3.245,35,777.39,9.415,36.84375,0,NA,NA,NA,NA
NLA17_MD-10001,2,2.649,3.5,1.435,4.393,101.4,0.0021,7.85,1.66,0.213,0.85,0.011,0.871,7.287,2.569,5,664.81,12.886,5.5975,0,NA,NA,NA,NA
NLA17_WI-10028,1,2.39,5.14,1.16,7.12,58.1,NA,6.81,20.8,0.319,3.23,NA,0.546,NA,2.95,15,340,4.61,37.6,NA,NA,NA,NA,NA
NLA17_WI-10024,1,8.04,6.25,14.7,11.1,164,NA,8.72,6.32,0.403,4.43,NA,NA,0.216,3.81,20,1358,18.6,25,NA,19.6,NA,NA,NA
NLA17_WA-10021,1,1.385,4.09,4.488,1.225,35.2,0.0014,7.37,7.98,0.433,0.91,0.011,0.099,0.23,1.976,30,300.22,3.228,14.05375,0,NA,NA,NA,NA
NLA17_ME-10040,1,1.65,8.55,1.823,0.083,38,0,7.43,3.46,0.313,0.86,0.008,0.165,0.801,0.746,50,325.05,4.983,9.32125,0,NA,NA,NA,NA
NLA17_ME-10003,1,1.079,6.01,2.916,0.135,29.6,0,7.24,3.01,0.223,0.63,0.016,0.214,1.269,0.682,30,226.22,3.862,6.46,0,NA,NA,NA,NA
NLA17_OK-10089,1,1.53,6.27,7.008,2.952,158.1,0,8.04,105.2,1.415,44.56,0.017,3.295,4.167,2.879,35,1304.79,25.581,190.155,0,NA,NA,NA,NA
NLA17_OK-10014,1,3.17,7.94,3.668,4.169,84.3,0,7.77,6.88,0.66,1.98,0.012,2.519,4.814,3.363,20,531.6,7.676,20.67375,0,NA,NA,NA,NA
NLA17_OK-10087,1,4.249,6.98,7.944,4.498,226,0.0021,7.87,48.33,1.054,52.28,0.014,5.539,3.07,4.767,10,1980.94,32.948,204.995,0,NA,NA,NA,NA
NLA17_NH-10066,1,0.464,4.69,3.644,3.95,33,0,6.99,12.75,0.293,0.89,0.009,0.216,1.759,3.838,35,111.76,2.13,15.77125,0,NA,NA,NA,NA
NLA17_ID-10172,1,9.874,5.09,3.144,0.276,146.1,0.0014,8.73,2.46,0.454,0.64,0.009,0.561,3.615,1.395,7,1431.45,14.429,6.58375,0,NA,NA,NA,NA
NLA17_WI-10021,1,1.19,6.27,0.686,2.03,38.6,NA,7.21,8.55,0.375,1.83,NA,0.31,0.599,1.35,10,276,3.83,9.39,NA,NA,NA,NA,NA
NLA17_WY-10001,2,28.904,1.68,2.033,0.968,451.2,0.0016,8.31,1.32,0.17,0.63,0.009,0.716,106.68,6.4,10,2334.9,42.566,15.55125,0,NA,NA,NA,NA
NLA17_WA-10004,1,1.438,1.87,10.262,1.624,39.3,0,7.43,1.68,0.113,0.53,0.008,0.175,1.005,2.64,0,281.95,3.186,12.145,0,NA,NA,NA,NA
NLA17_OR-10168,1,0.53,2.08,11.9,NA,NA,NA,NA,0.7,NA,NA,NA,0.46,NA,1.3,NA,159.856,1.62,NA,NA,NA,NA,NA,NA
NLA17_AZ-10001,2,19.546,5.21,15.89,438.74,1833.5,0,8.53,25.92,0.68,2.72,0.01,7.971,52.204,309.484,5,2454.56,44.628,49.11,0,NA,NA,NA,NA
NLA17_ID-10168,1,0.863,2.5,13.468,0.245,36.8,0,7.67,11.84,0.264,2.93,0.007,0.768,0.253,3.002,8,341.11,3.266,48.02375,0,NA,NA,NA,NA
NLA17_WI-10124,1,0.779,16.1,1.02,1.6,18.2,NA,6.21,18.6,0.588,4.07,NA,0.359,0.214,0.761,70,76.1,1.8,23.4,NA,68,NA,NA,NA
NLA17_WI-10020,1,2.53,5.55,1.6,NA,42.4,NA,7.31,4.87,0.228,1.22,NA,0.134,NA,1.16,15,395,3.52,17.8,NA,NA,NA,NA,NA
NLA17_MN-10022,1,5.359,10.38,10.1,1.814,122.6,0,7.93,3.14,0.384,1.07,0.01,0.785,0.168,2.454,35,1039.27,14.762,13.4,0,NA,NA,NA,NA
NLA17_WA-10015,1,2.151,2.87,9.567,1.399,61.1,0.0016,7.8,1.36,0.288,1.11,0.024,0.05,0.24,2.947,5,583.46,6.206,18.8125,0,NA,NA,NA,NA
NLA17_NY-10016,1,0.954,3,1.91,0.394,28.7,0,7.06,1.14,0.228,0.5,0.005,0.278,4.117,0.701,2,141.08,3.039,10.49625,0,NA,NA,NA,NA
NLA17_NY-HP003,1,0.492,4.6,3.997,0.195,20.8,0,6.92,5.17,0.204,0.69,0.01,0.205,2.197,0.83,21,116.05,2.408,9.9325,0,NA,NA,NA,NA
NLA17_WA-10017,1,2.469,4.3,4.719,7.573,97.9,0.0014,7.87,5.55,0.3,1.02,0.007,0.789,6.836,9.552,3,567.7,7.699,15.9359,0,NA,NA,NA,NA
NLA17_OH-10001,2,14.687,5.39,0.204,24.079,375.7,0,8.46,71.84,1.116,18.15,0.012,4.052,26.713,15.541,32,2720.08,39.876,143.30965,0,NA,NA,NA,NA
NLA17_NJ-10004,2,0.824,6.17,1.243,7.83,39.9,0.0057,6.6,4.76,0.351,2,0.009,0.707,1.599,4.733,57,55.51,1.137,9.29215,0,NA,NA,NA,NA
NLA17_WI-10073,1,0.626,20.8,1.28,1.8,18,NA,5.89,18.9,0.537,2.71,NA,0.937,NA,0.515,250,64.5,1.77,58.5,NA,264,NA,NA,NA
NLA17_MN-10020,1,1.253,13.4,0.304,4.793,46.6,0,7.1,12.1,0.801,2.23,0.011,2.553,0.752,3.688,63,203.61,2.865,24.6359,0,NA,NA,NA,NA
NLA17_SD-10114,1,205.898,6.61,2.96,29.326,2927,0,8.2,1.66,0.65,1.45,0.015,14.913,1708.656,224.097,12,1353.63,220.376,23.8175,0,NA,NA,NA,NA
NLA17_OK-10055,1,26.384,6.98,5.892,5.945,309.6,0.0019,8.53,3.38,0.585,2.48,0.015,4.707,3.045,9.099,18,2775.43,17.385,17.7675,0,NA,NA,NA,NA
